ID,projects,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fix approach,patch error?,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute
594,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/23cb13aad0f5f5015ca68ca00ca57ba093fa57ec,2017-04-07T08:50:15Z,2017-04-07T22:41:27Z,1255,1272,core/src/main/java/hudson/model/UpdateCenter.java:testConnection,"core/src/main/java/hudson/model/UpdateCenter.java@@ -1262,7 +1253,9 @@",file,noCloseRPath,try-with,no,java.io.InputStream,,no,connection.getInputStream(),core/src/main/java/hudson/model/UpdateCenter.java:1265,anonymous variable
595,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/23cb13aad0f5f5015ca68ca00ca57ba093fa57ec,2017-04-07T12:19:15Z,2017-04-07T22:41:27Z,3988,4000,core/src/main/java/jenkins/model/Jenkins.java:doDoFingerprintCheck,"core/src/main/java/jenkins/model/Jenkins.java@@ -3987,15 +3986,12 @@",file,noCloseEPath,try-with,no,,hudson.util.MultipartFormDataParser,no,p,core/src/main/java/jenkins/model/Jenkins.java:3990,local variable
596,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7b3942449516b564ede642b85b99ccc83063c8ff,2014-10-27T22:39:46Z,2016-10-03T13:12:48Z,109,121,core/src/main/java/jenkins/security/s2m/AdminWhitelistRule.java:transformForWindows,"core/src/main/java/jenkins/security/s2m/AdminWhitelistRule.java@@ -109,14 +109,14 @@",file,noCloseEPath,try-with,no,java.io.PrintStream,,no,p,core/src/main/java/jenkins/security/s2m/AdminWhitelistRule.java:112,local variable
597,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7b3942449516b564ede642b85b99ccc83063c8ff,2016-09-26T02:16:45Z,2016-10-03T13:12:48Z,1363,1381,core/src/main/java/hudson/model/Computer.java:doDumpExportTable,"core/src/main/java/hudson/model/Computer.java@@ -1365,19 +1365,19 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,w,core/src/main/java/hudson/model/Computer.java:1368,local variable
598,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7b3942449516b564ede642b85b99ccc83063c8ff,2015-04-19T21:50:12Z,2016-10-03T13:12:48Z,146,173,core/src/main/java/hudson/model/LargeText.java:writeLogTo,"core/src/main/java/hudson/model/LargeText.java@@ -146,27 +147,26 @@",socket,noCloseEPath,try-with,no,,hudson.model.LargeText.Session,no,f,core/src/main/java/hudson/model/LargeText.java:149,local variable
599,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7b3942449516b564ede642b85b99ccc83063c8ff,2011-05-29T10:06:28Z,2016-10-03T13:12:48Z,47,61,core/src/main/java/hudson/model/RSS.java:doTrackback,"core/src/main/java/hudson/model/RSS.java@@ -50,14 +50,14 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,pw,core/src/main/java/hudson/model/RSS.java:53,local variable
600,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7b3942449516b564ede642b85b99ccc83063c8ff,2014-04-19T23:42:31Z,2016-10-03T13:12:48Z,137,157,core/src/main/java/hudson/util/CompressedFile.java:compress,"core/src/main/java/hudson/util/CompressedFile.java@@ -138,13 +138,8 @@",file,noCloseEPath,try-with,no,java.io.OutputStream,,no,out,core/src/main/java/hudson/util/CompressedFile.java:142,local variable
601,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/7e45780aa43fd8e019682fd55b1cadb77f66606e,2010-11-22T21:21:23Z,2013-03-18T15:09:03Z,167,190,core/src/main/java/jenkins/model/PeepholePermalink.java:writeSymlink,"core/src/main/java/jenkins/model/PeepholePermalink.java@@ -178,7 +178,18 @@",file,noCloseRPath,CloseInFinally,no,,hudson.util.AtomicFileWriter,no,cw,core/src/main/java/jenkins/model/PeepholePermalink.java:176,local variable
602,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/commit/db9bc18143a2f8bbdf5fe53bcc91425e227339b8,2010-11-22T21:21:23Z,2013-03-18T15:02:09Z,82,91,core/src/main/java/hudson/util/TextFile.java:write,"core/src/main/java/hudson/util/TextFile.java@@ -86,7 +86,18 @@",file,noCloseRPath,CloseInFinally,no,,hudson.util.AtomicFileWriter,no,w,core/src/main/java/hudson/util/TextFile.java:84,local variable
603,jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin/commit/4532cd6f213775d211c0d0e9fc4bdb0c2cb72a64,2018-11-23T10:21:20Z,2018-11-23T10:47:36Z,631,660,src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubernetesCloud.java:doTestConnection,"src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubernetesCloud.java@@ -640,13 +640,12 @@",socket,noCloseEPath,try-with,no,,io.fabric8.kubernetes.client.KubernetesClient,no,client,src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubernetesCloud.java:643,local variable
604,jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin/commit/4ab127ca9510756b55637bf599f0504d5a474866,2018-03-20T08:05:06Z,2018-03-20T12:18:24Z,91,194,src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubectlBuildWrapper.java:setUp,"src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubectlBuildWrapper.java@@ -125,13 +127,8 @@",file,noCloseRPath,try-with,no,java.io.InputStream,,no,configStream,src/main/java/org/csanchez/jenkins/plugins/kubernetes/KubectlBuildWrapper.java:128,local variable
605,jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin/commit/8f58177580995f079488df7184ad8980ba1b74f5,2017-08-09T16:13:41Z,2017-08-09T16:13:41Z,53,63,src/main/java/org/csanchez/jenkins/plugins/kubernetes/pipeline/ContainerExecProc.java:kill,"src/main/java/org/csanchez/jenkins/plugins/kubernetes/pipeline/ContainerExecProc.java@@ -59,6 +60,8 @@",socket,noCloseEPath,CloseInFinally,no,,io.fabric8.kubernetes.client.dsl.ExecWatch,no,watch,src/main/java/org/csanchez/jenkins/plugins/kubernetes/pipeline/ContainerExecProc.java:41,instance variable
606,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck/commit/299350f655f619176f4d8b70ef1d6fc68900a77f,2014-11-15T13:21:03Z,2014-11-16T11:21:02Z,262,284,dependency-check-core/src/main/java/org/owasp/dependencycheck/data/update/task/DownloadTask.java:extractGzip,"dependency-check-core/src/main/java/org/owasp/dependencycheck/data/update/task/DownloadTask.java@@ -260,26 +260,38 @@",file,noCloseEPath,CloseInFinally,no,"java.io.java.util.zip.GZIPInputStream,java.io.FileOutputStream",,,"cin,out","dependency-check-core/src/main/java/org/owasp/dependencycheck/data/update/task/DownloadTask.java:273,275",local variable
607,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck/commit/b157049a7efc130e256ba593cfee17abf8519000,2017-03-11T17:46:58Z,2017-03-11T18:27:40Z,141,181,dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/hints/HintParser.java:parseHints,"dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/hints/HintParser.java@@ -139,23 +120,20 @@",file,noCloseRPath,try-with,no,"java.io.Reader,java.io.InputStreamReader",,no,reader,dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/hints/HintParser.java:151,local variable
608,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck/commit/b157049a7efc130e256ba593cfee17abf8519000,2017-03-11T17:46:58Z,2017-03-11T18:27:40Z,126,161,dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/suppression/SuppressionParser.java:parseSuppressionRules,"dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/suppression/SuppressionParser.java@@ -124,18 +104,17 @@",file,noCloseRPath,try-with,no,"java.io.Reader,java.io.InputStreamReader",,no,reader,dependency-check-core/src/main/java/org/owasp/dependencycheck/xml/hints/HintParser.java:135,local variable
609,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck/commit/c54f9b114479a1f8305ff3fb26b766acf74e79cd,2017-03-10T20:30:48Z,2017-03-11T16:11:02Z,193,246,dependency-check-core/src/main/java/org/owasp/dependencycheck/data/cpe/CpeMemoryIndex.java:buildIndex,"dependency-check-core/src/main/java/org/owasp/dependencycheck/data/cpe/CpeMemoryIndex.java@@ -191,57 +191,35 @@",file,noCloseEPath,try-with,no,,org.apache.lucene.analysis.Analyzer,no,analyzer,dependency-check-core/src/main/java/org/owasp/dependencycheck/data/cpe/CpeMemoryIndex.java:197,local variable
610,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/dee447f8ae788c6c1f6cd1e1fcb93faceab37b6c,2021-06-02T11:57:31Z,2022-01-10T16:20:58Z,62,79,src/java.base/share/classes/sun/net/NetProperties.java:loadDefaultProperties,"src/java.base/share/classes/sun/net/NetProperties.java@@ -68,10 +68,10 @@",file,noCloseEPath,try-with,no,java.io.BufferedInputStream,,no,bin,src/java.base/share/classes/sun/net/NetProperties.java:72,local variable
611,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-10-10T08:41:52Z,2021-12-24T02:02:39Z,526,619,src/java.desktop/share/classes/com/sun/java/swing/plaf/gtk/Metacity.java:run,"src/java.desktop/share/classes/com/sun/java/swing/plaf/gtk/Metacity.java@@ -583,15 +583,16 @@",file,noCloseEPath,try-with,no,java.io.Reader,,no,reader,src/java.desktop/share/classes/com/sun/java/swing/plaf/gtk/Metacity.java:586,local variable
612,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-10-12T19:13:17Z,2021-12-24T02:02:39Z,877,879,src/java.desktop/share/classes/com/sun/media/sound/DLSSoundbank.java:save,"src/java.desktop/share/classes/com/sun/media/sound/DLSSoundbank.java@@ -875,15 +869,21 @@ ",file,noCloseRPath,try-with,no,com.sun.media.sound.RIFFWriter,,no,"new RIFFWriter(name, ""DLS "")",src/java.desktop/share/classes/com/sun/media/sound/DLSSoundbank.java:878,anonymous variable
613,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-03-09T01:36:50Z,2021-12-24T02:02:39Z,306,325,src/java.desktop/share/classes/com/sun/media/sound/ModelByteBuffer.java:load,"src/java.desktop/share/classes/com/sun/media/sound/ModelByteBuffer.java@@ -315,11 +315,13 @@",file,noCloseEPath,try-with,no,java.io.DataInputStream,,no,is,src/java.desktop/share/classes/com/sun/media/sound/ModelByteBuffer.java:318,local variable
614,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/d55d7e8d87670043dd22ec6a3fb6cc49b39000cd,2023-07-21T14:45:59Z,2023-07-21T15:21:02Z,416,446,src/java.base/share/classes/sun/nio/cs/StreamEncoder.java:implClose,"src/java.base/share/classes/sun/nio/cs/StreamEncoder.java@@ -414,8 +414,8 @@@@ -430,15 +430,8 @@",file,noCloseCPath,try-with,no,"java.io.OutputStream,java.nio.channels.WritableByteChannel",,no,"out,ch","src/java.base/share/classes/sun/nio/cs/StreamEncoder.java:256,257",instance variable
615,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-08-04T18:44:18Z,2021-12-24T02:02:39Z,519,521,src/java.desktop/share/classes/com/sun/media/sound/SF2Soundbank.java:save,"src/java.desktop/share/classes/com/sun/media/sound/SF2Soundbank.java@@ -517,22 +510,27 @@",file,noCloseEPath,try-with,no,com.sun.media.sound.RIFFWriter,,no,"new RIFFWriter(name, ""sfbk"")",src/java.desktop/share/classes/com/sun/media/sound/SF2Soundbank.java:520,anonymous variable
616,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/74d40ab72fd6b4e55b609874dc1a3c06299dcf7a,2021-02-04T07:28:27Z,2021-02-06T03:38:58Z,1176,1185,src/java.desktop/share/classes/java/awt/color/ICC_Profile.java:write,"src/java.desktop/share/classes/java/awt/color/ICC_Profile.java@@ -1174,14 +1167,9 @@",file,noCloseEPath,try-with,no,java.io.FileOutputStream,,no,outputFile,src/java.desktop/share/classes/java/awt/color/ICC_Profile.java:1177,local variable
617,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/6e8b86281117efabe1b323737af9c24c79e3e8af,2020-03-13T13:32:27Z,2020-11-11T09:24:42Z,428,561,src/java.xml.crypto/share/classes/org/jcp/xml/dsig/internal/dom/DOMReference.java:transform,"src/java.xml.crypto/share/classes/org/jcp/xml/dsig/internal/dom/DOMReference.java@@ -500,38 +500,44 @@ ",file,noCloseRPath,CloseInFinally,no,com.sun.org.apache.xml.internal.security.signature.XMLSignatureInput,,no,xi,src/java.xml.crypto/share/classes/org/jcp/xml/dsig/internal/dom/DOMReference.java:462,local variable
618,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/419e35e54974b30482b401bcc2e7fb2d4361292a,2017-09-12T17:03:39Z,2017-12-10T08:08:42Z,107,151,src/java.desktop/share/classes/com/sun/media/sound/AiffFileWriter.java:write,"src/java.desktop/share/classes/com/sun/media/sound/AiffFileWriter.java@@ -113,10 +113,11 @@",file,noCloseRPath,try-with,no,java.io.FileInputStream,,no,fos,src/java.desktop/share/classes/com/sun/media/sound/AiffFileWriter.java:116,local variable
619,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/4b573343a6eb05b8b469177935d48c48957aff6,2023-01-12T09:28:46Z,2023-01-12T09:38:31Z,583,623,src/java.base/share/classes/java/net/ServerSocket.java:implAccept,"src/java.base/share/classes/java/net/ServerSocket.java@@ -581,19 +578,24 @@",socket,noCloseRPath,CloseOnExcep,no,java.net.SocketImpl,,no,si,src/java.base/share/classes/java/net/ServerSocket.java:584,local variable
620,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/74d40ab72fd6b4e55b609874dc1a3c06299dcf7a,2021-02-06T00:29:45Z,2021-02-06T03:38:58Z,929,949,src/java.desktop/share/classes/java/awt/color/ICC_Profile.java:getInstance,"src/java.desktop/share/classes/java/awt/color/ICC_Profile.java@@ -927,10 +927,7 @@@@ -940,12 +937,9 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,is,src/java.desktop/share/classes/java/awt/color/ICC_Profile.java:931,local variable
621,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/3d13ab6882faaf5d1ac0aa6c05d6845b555ef48d,2019-02-13T12:27:17Z,2019-02-18T09:48:48Z,97,128,test/hotspot/jtreg/gc/g1/plab/lib/LogParser.java:parseLines,"test/hotspot/jtreg/gc/g1/plab/lib/LogParser.java@@ -95,36 +95,37 @@",file,noCloseRPath,try-with,no,java.util.Scanner,,no,lineScanner ,test/hotspot/jtreg/gc/g1/plab/lib/LogParser.java:98,local variable
622,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/1aab3cd5622f82a67162213ad35f46993a06b1d2,2016-08-15T18:39:53Z,2016-08-22T16:19:31Z,1190,1206,langtools/src/jdk.jshell/share/classes/jdk/jshell/SourceCodeAnalysisImpl.java:SourceCache,"langtools/src/jdk.jshell/share/classes/jdk/jshell/SourceCodeAnalysisImpl.java@@ -1196,6 +1196,11 @@",file,noCloseEPath,CloseOnExcep,no,javax.tools.StandardJavaFileManager,,no,fm,langtools/src/jdk.jshell/share/classes/jdk/jshell/SourceCodeAnalysisImpl.java:1194,local variable
623,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/4ebbfc918f558e73c05f471cfd3ab2b11dcf5a75,2014-08-17T14:51:56Z,2015-06-23T17:50:10Z,168,187,jaxp/src/java.xml/share/classes/com/sun/org/apache/xpath/internal/functions/FuncSystemProperty.java:loadPropertyFile,"jaxp/src/java.xml/share/classes/com/sun/org/apache/xpath/internal/functions/FuncSystemProperty.java@@ -159,25 +157,21 @@",file,noCloseEPath,try-with,no,java.io.BufferedInputStream,,no,bis,jaxp/src/java.xml/share/classes/com/sun/org/apache/xpath/internal/functions/FuncSystemProperty.java:177,local variable
624,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/27f201deb894b7a28d7b4e9aebec2c29471758d1,2015-01-22T16:51:45Z,2015-01-22T20:24:35Z,87,123,jdk/src/jdk.zipfs/share/classes/jdk/nio/zipfs/ZipFileSystem.java:ZipFileSystem,"jdk/src/jdk.zipfs/share/classes/jdk/nio/zipfs/ZipFileSystem.java@@ -119,7 +118,16 @@",file,noCloseRPath,CloseOnExcep,no,java.nio.channels.SeekableByteChannel,,no,ch,jdk/src/jdk.zipfs/share/classes/jdk/nio/zipfs/ZipFileSystem.java:121,instance variable
625,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/89ee03279073a58a5cb11dcbc8f5368fa234cdcd,2014-08-17T14:54:13Z,2014-12-23T20:40:06Z,97,192,jdk/src/jdk.dev/share/classes/sun/tools/native2ascii/Main.java:convert,"jdk/src/jdk.dev/share/classes/sun/tools/native2ascii/Main.java@@ -137,40 +137,38 @@",file,noCloseEPath,try-with,no,"java.io.BufferedReader,java.io.Writer",,no,"reader,osw","jdk/src/jdk.dev/share/classes/sun/tools/native2ascii/Main.java:146,147",local variable
626,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2017-09-12T17:03:39Z,2021-12-24T02:02:39Z,49,61,src/java.desktop/share/classes/com/sun/media/sound/AudioFileSoundbankReader.java:getSoundbank,"src/java.desktop/share/classes/com/sun/media/sound/AudioFileSoundbankReader.java:@@ -48,10 +48,8 @@ ",file,noCloseEPath,try-with,no,javax.sound.sampled.AudioInputStream,,no,ais,src/java.desktop/share/classes/com/sun/media/sound/AudioFileSoundbankReader.java:52,local variable
627,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-12-04T02:12:35Z,2021-12-24T02:02:39Z,452,471,src/java.desktop/share/classes/javax/swing/text/html/HTMLEditorKit.java:getStyleSheet,"src/java.desktop/share/classes/javax/imageio/ImageIO.java:@@ -1418,13 +1416,11 @@ src/java.desktop/share/classes/javax/imageio/ImageIO.java:@@ -1466,11 +1462,10 @@ src/java.desktop/share/classes/javax/imageio/ImageIO.java:@@ -1552,10 +1547,8 @@ src/java.desktop/share/classes/javax/imageio/ImageIO.java:@@ -1592,10 +1585,8 @@ ",file,noCloseEPath,try-with,no,java.io.Reader,,no,r,src/java.desktop/share/classes/javax/swing/text/html/HTMLEditorKit.java:461,local variable
628,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/dee447f8ae788c6c1f6cd1e1fcb93faceab37b6c,2020-06-23T08:30:38Z,2022-01-10T16:20:58Z,222,258,src/java.base/share/classes/sun/security/tools/KeyStoreUtil.java:expandArgs,"src/java.base/share/classes/sun/net/www/MimeTable.java:@@ -382,9 +382,7 @@ src/java.base/share/classes/sun/net/www/MimeTable.java:@@ -407,11 +405,6 @@ ",file,noCloseRPath,try-with,no,java.io.FileInputStream,,no,new FileInputStream(file),src/java.base/share/classes/sun/security/tools/KeyStoreUtil.java:228,anonymous variable
629,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2021-12-04T02:12:35Z,2021-12-24T02:02:39Z,452,471,src/java.desktop/share/classes/javax/swing/text/html/HTMLEditorKit.java:getStyleSheet,"src/java.desktop/share/classes/javax/swing/JEditorPane.java:@@ -456,12 +456,11 @@ ",file,noCloseRPath,try-with,no,java.io.InputStream,,no,is,src/java.desktop/share/classes/javax/swing/text/html/HTMLEditorKit.java:460,local variable
630,JetBrains/JetBrainsRuntime,https://github.com/JetBrains/JetBrainsRuntime/commit/70c6df6be431fe11c5441986ed04040f9ec3b750,2017-09-12T17:03:39Z,2021-12-24T02:02:39Z,148,158,src/java.desktop/share/classes/com/sun/media/sound/StandardMidiFileReader.java:getMidiFileFormat,"src/java.desktop/share/classes/com/sun/media/sound/SoftSynthesizer.java:@@ -755,10 +755,8 @@ src/java.desktop/share/classes/com/sun/media/sound/SoftSynthesizer.java:@@ -802,9 +800,8 @@ ",file,noCloseRPath,try-with,no,java.io.InputStream,,no,urlStream,src/java.desktop/share/classes/com/sun/media/sound/StandardMidiFileReader.java:149,local variable
631,jflex-de/jflex,https://github.com/jflex-de/jflex/commit/c257799e1b4569b0114ea1f5416f139fbee40dfb,2019-12-03T03:58:31Z,2019-12-03T03:58:31Z,178,212,testsuite/jflex-testsuite-maven-plugin/src/main/java/jflex/maven/plugin/testsuite/CustomClassLoader.java:loadJarData,"testsuite/jflex-testsuite-maven-plugin/src/main/java/jflex/maven/plugin/testsuite/CustomClassLoader.java@@ -183,7 +184,10 @@",file,noCloseCPath,CloseOnRPath,yes,java.util.zip.ZipFile,,no,zipFile,testsuite/jflex-testsuite-maven-plugin/src/main/java/jflex/maven/plugin/testsuite/CustomClassLoader.java:179,local variable
